product,revenue,attributable_cost,volume_variable_cost,product_specific_cost,rev_pc,attributable_cost_pc,cont_pc,cost_coverage,fy
Total First-Class Package Service,7809.356972,4625.400333790282,4586.576988764934,None,3.9835775069280075,2.359431230546682,1.6241462763813255,1.6883634730922035,2022
Total Priority Mail,11957.884043999999,8742.128940974702,8530.737046285023,None,10.096596296054496,7.381385064472533,2.7152112315819634,1.3678457644284934,2022
Total Ground,9865.000547000001,5024.1507811779,4896.696024233425,None,2.7762491975370343,1.413917263166494,1.3623319343705402,1.963516020251123,2022
Total Competitive International Mail and Services,1458.5865539659696,1079.2361131263024,1075.970484333569,None,8.806664362287703,6.516219548384139,2.290444813903564,1.3514990243801004,2022
Total Domestic Competitive Services,1266.09557745,342.9195823233995,303.3560174779021,None,None,None,None,None,2022
Total Competitive Mail and Services,33127.258080415966,20667.3911700562,19692.371925308355,None,None,None,None,None,2022
Total All Mail and Services,77067.23245220768,47034.87277382117,44826.99813527747,None,None,None,None,None,2022
Miscellaneous Items (and Gains) (note 2),58482.27485742232,None,None,None,None,None,None,None,2022
Appropriations:  Revenue Forgone,45.036663999999995,None,None,None,None,None,None,None,2022
Total Operating Income (and Gains),135594.54397363,47034.87277382117,44826.99813527747,None,None,None,None,None,2022
Investment Income (note 6),191.74374,None,None,None,None,None,None,None,2022
Total,135786.28771363,47034.87277382117,44826.99813527747,None,None,None,None,None,2022
All Other (note 7),None,32705.64156802884,None,None,None,None,None,None,2022
Total,None,79740.51434185001,None,None,None,None,None,None,2022
"PUBLIC COST AND REVENUE ANALYSIS
 Fiscal Year 2023",None,None,None,None,None,None,None,None,2023
Mail Classes and Products,Revenue,Cost,Variable Cost,None,$,Cost $,$,Coverage,2023
(note 1),(note 1),(note 2),(note 2),None,,(note 2),(note 2),(note 2),2023
MARKET DOMINANT PRODUCTS,None,None,None,None,None,None,None,None,2023
First-Class Mail:,None,None,None,None,None,None,None,None,2023
Single-Piece Letters,7104.243074,4489.40282274359,4337.723135385064,None,0.6223429967332043,0.3932788302914355,0.22906416644176875,1.5824472328500951,2023
Single-Piece Postcards,179.55042300000002,140.8732492055,139.99644243425223,None,0.48587654517375056,0.38121329088358175,0.10466325429016882,1.274553004297355,2023
Total Single-Piece Letters and Cards,7283.793497,4644.5397595683935,4477.719577819316,None,0.6180638016963939,0.3941108300381153,0.22395297165827854,1.5682487122635518,2023
Presort Letters,14699.590890000001,4962.316533688286,4857.832925224512,None,0.4770850865019322,0.16105531306556273,0.3160297734363695,2.9622437001362347,2023
Presort Cards,855.6499699999999,279.35534483688355,278.00741856677723,None,0.35098960072354013,0.11459220987793013,0.23639739084561,3.0629446896733503,2023
Total Presort Letters and Cards,15555.240860000002,5256.633168856064,5135.840343791289,None,0.46783976909533864,0.15809861577010123,0.30974115332523744,2.95916423313691,2023
Flats,1637.3382829999998,1445.105990670239,1442.0280737625035,None,1.6827213449830465,1.4851608378741379,0.1975605071089086,1.1330229710283077,2023
Outbound Single-Piece First-Class Mail International,179.1106731900002,105.27336996422393,105.27336996422393,None,1.807643227147115,1.0624531236779822,0.7451901034691328,1.7013863358878802,2023
Inbound Letter Post (Letters and Flats),52.26037692999997,40.51024424472584,40.51024424472584,None,0.7291506949958688,0.5652097149061694,0.16394098008969937,1.2900533656200783,2023
Fees (note 2),99.45752800000001,None,None,None,None,None,None,None,2023
Total First-Class,24807.20121812,11745.003858872877,11201.371609582058,None,0.5372114454064222,0.2543435046884854,0.2828679407179368,2.112149260758153,2023
USPS Marketing Mail:,None,None,None,None,None,None,None,None,2023
High Density and Saturation Letters,1141.2252039999998,618.2900236111916,611.9064553598075,None,0.2037238969780923,0.11037300318224365,0.09335089379584864,1.845776513317403,2023
High Density and Saturation Flats and Parcels,1778.423118,1452.0846990463424,1429.2049889744094,None,0.20011348965416512,0.16339291446366686,0.03672057519049826,1.2247378676794685,2023
Carrier Route,1334.4030260000002,1353.5840878431943,1347.667070565703,None,0.3315482486314681,0.33631401080158696,-0.00476576217011887,0.9858294272107192,2023
Letters,9493.448634,5280.529605260912,5108.016762783766,None,0.248998917287993,0.138500370635403,0.11049854665259001,1.7978213065109643,2023
Flats,1204.305345,1867.6577289682662,1863.1159666580413,None,0.5405745776831475,0.8383324812808889,-0.29775790359774135,0.6448212251745312,2023
Parcels,58.735093,49.1510920420121,49.138090738207524,None,2.3114444397482337,1.934278343750346,0.37716609599788775,1.1949906006115985,2023
Every Door Direct Mail Retail,105.787293,49.36056976918949,49.082715664672406,None,0.19041202793739742,0.0888466461647408,0.10156538177265662,2.143153806665167,2023
Fees (note 2),23.481198,None,None,None,None,None,None,None,2023
Total USPS Marketing Mail,15139.808911,11106.121252982286,10458.132050744607,None,0.25466915988592986,0.18681785124997669,0.06785130863595318,1.3631949954566327,2023
Periodicals:,None,None,None,None,None,None,None,None,2023
In County,59.684337,105.30349738498478,105.2676956331167,None,0.13209603152864197,0.2330623880540587,-0.10096635652541674,0.5667839956140943,2023
Outside County,858.220142,1430.6635790712044,1428.099021681784,None,0.33773445437373995,0.5630075077753129,-0.225273053401573,0.5998755784061839,2023
Fees (note 2),4.772785,None,None,None,None,None,None,None,2023
Total Periodicals,922.677264,1536.3964053556858,1533.3667173149008,None,0.30828514081683256,0.5133411222491692,-0.2050559814323366,0.6005463569061099,2023
Package Services:,None,None,None,None,None,None,None,None,2023
Alaska Bypass,39.063907,32.5383966220983,32.5383966220983,None,31.188175386799287,25.97828273181275,5.209892654986536,1.2005480003728866,2023
Bound Printed Matter Flats,107.564266,94.89215834991109,94.52180178343015,None,0.9364171261880071,0.8260981599577042,0.1103189662303029,1.133542200645927,2023
Bound Printed Matter Parcels,317.026315,266.905573506546,266.03441062374935,None,1.40008844468089,1.1787394030285496,0.22134904165234048,1.1877845443052346,2023
Media and Library Mail,429.03204700000003,478.18733769351616,477.0821523817407,None,4.650356864925007,5.183160055554673,-0.5328031906296662,0.8972049512423076,2023
Fees (note 2),0.916058,None,None,None,None,None,None,None,2023
Total Package Services,893.6025930000001,873.1428853643457,870.1767614110184,None,2.055150065663303,2.0080958495942736,0.047054216069029486,1.0234322560243012,2023
"Free Mail - blind, handicapped & servicemen",None,30.932637211796493,30.931985928156934,None,None,1.5699678629040301,-1.5699678629040301,None,2023
Total Market Dominant Mail,41763.28998612,25291.59703978699,24093.97912498074,None,0.381573531749547,0.23107863411300408,0.15049489763654292,1.651271365759184,2023
MARKET DOMINANT SERVICES,None,None,None,None,None,None,None,None,2023
Ancillary Services,None,None,None,None,None,None,None,None,2023
Certified Mail,652.431907,454.777737159775,449.1028438292696,None,4.180391627410562,2.913942473318437,1.266449154092125,1.4346170748696612,2023
COD,4.416901,3.915038147006757,3.9148863172355677,None,15.61437601193464,13.840219132924046,1.7741568790105937,1.1281884962926714,2023
Insurance,68.877203,24.77286612283703,24.76533614489274,None,8.653326961170638,3.1123172978759954,5.541009663294643,2.780348574059628,2023
Registered Mail,21.027328,16.796184956020117,16.794669066390284,None,22.59081576852376,18.045065923521086,4.545749845002675,1.2519109580573744,2023
Stamped Envelopes,6.278639,7.867855438669411,7.863575455954692,None,None,None,None,None,2023
Stamped Cards (note 4),0.36197399999999996,0.11257442607885523,0.11257442533335402,None,None,None,None,None,2023
Other Domestic Ancillary Services (note 2),393.28433,277.343448946834,274.4103299031176,None,None,None,None,None,2023
Other Domestic NSA Ancillary Services (note 2),5.047996,4.89064399577232,4.89064399577232,None,None,None,None,None,2023
Total Domestic Ancillary Services,1151.726278,790.4763491929934,781.8548591379661,None,None,None,None,None,2023
Total International Ancillary Services (note 2),8.822439000000001,4.777480529760651,4.777480529760651,None,11.11124419087921,6.0169022175547555,5.094341973324455,1.8466718901399688,2023
Special Services:,None,None,None,None,None,None,None,None,2023
Address Management Services,87.008034,4.139035790856211,0.030103014642622838,None,None,None,None,None,2023
Caller Service,96.568804,20.438346675887285,20.427802042497383,None,None,None,None,None,2023
Credit Card Authentication (note 5),19.7832998,2.513257865,2.513257865,None,None,None,None,None,2023
Money Orders,220.43040003,165.61981404915912,159.5371124642884,None,3.4802482342583785,2.6148755585633414,0.8653726756950371,1.3309422021484218,2023
Post Office Box Service,321.604776,138.69387807152225,138.61757195806842,None,None,None,None,None,2023
Stamp Fulfillment Services,6.651246,3.71176268826017,3.71176268826017,None,None,None,None,None,2023
Total Special Services,752.0465598300001,335.11609514068505,324.837610032757,None,None,None,None,None,2023
Total Market Dominant Services,1912.5952768300003,1150.1742873333747,1111.4699497004838,None,None,None,None,None,2023
Total Market Dominant Mail and Services,43675.885262949996,26441.776028776494,25205.449074681223,None,None,None,None,None,2023
COMPETITIVE MAIL AND SERVICES,None,None,None,None,None,None,None,None,2023
Total Priority Mail Express,713.9298909999999,311.40537135643984,305.85799963413984,None,29.7070423631152,12.95776052467788,16.74928183843732,2.292606218994288,2023
Total First-Class Package Service,5845.145114999999,3540.8950692690482,3501.338186063795,None,4.287134878481556,2.5970774811989767,1.6900573972825792,1.6507535526057315,2023
Total Priority Mail,10806.646669999998,8124.904816212841,7964.055721838577,None,10.21440814583329,7.679634254096011,2.534773891737278,1.3300644025313224,2023
Total Ground,13322.272863,7142.702090865916,6957.9746401955545,None,3.2061795359234604,1.7189848541936452,1.4871946817298152,1.8651586883396014,2023
Total Competitive International Mail and Services,1331.256718203054,1120.562716098881,1116.7000489663112,None,8.849000625210358,7.448495875935155,1.4005047492752034,1.1880251761701313,2023
Total Domestic Competitive Services,1330.34745176,370.2699653016107,330.91667798474873,None,None,None,None,None,2023
Total Competitive Mail and Services,33349.59870896305,21183.09063837241,20176.843274683128,None,None,None,None,None,2023
Federal Interagency Agreements (note 6),533.5449988600001,250.86155551000002,None,None,None,None,None,None,2023
State/Local/Tribal Interagency Agreements (note 6),None,None,None,None,None,None,None,None,2023
Total All Mail and Services,77559.02897077306,47943.6458755781,45382.29234936435,None,None,None,None,None,2023
Miscellaneous Items (note 2),782.4172262369185,None,None,None,None,None,None,None,2023
Appropriations:  Revenue Forgone,41.668027,None,None,None,None,None,None,None,2023
Total Operating Income,78383.11422400999,47943.6458755781,45382.29234936435,None,None,None,None,None,2023
Investment Income (note 7),940.8367997,None,None,None,None,None,None,None,2023
Total,79323.95102370999,47943.6458755781,45382.29234936435,None,None,None,None,None,2023
All Other,None,37858.401870091875,None,None,None,None,None,None,2023
Total,None,85802.04774566997,None,None,None,None,None,None,2023
